	0	1	accuracy	macro avg	weighted avg
precision	0.7209302325581395	0.9166666666666666	0.7740112994350282	0.818798449612403	0.809398677352954
recall	0.9587628865979382	0.55	0.7740112994350282	0.7543814432989691	0.7740112994350282
f1-score	0.8230088495575221	0.6874999999999999	0.7740112994350282	0.7552544247787609	0.7617619119044047
support	97.0	80.0	0.7740112994350282	177.0	177.0
