	precision	recall	f1-score	support
0	0.8324022346368715	0.9490445859872612	0.886904761904762	157.0
1	0.7777777777777778	0.4827586206896552	0.5957446808510638	58.0
accuracy	0.8232558139534883	0.8232558139534883	0.8232558139534883	0.8232558139534883
macro avg	0.8050900062073246	0.7159016033384582	0.7413247213779128	215.0
weighted avg	0.8176663346469764	0.8232558139534883	0.80835925166702	215.0
