	0	1	accuracy	macro avg	weighted avg
precision	0.8229166666666666	0.7777777777777778	0.8022598870056498	0.8003472222222222	0.8025149089767734
recall	0.8144329896907216	0.7875	0.8022598870056498	0.8009664948453608	0.8022598870056498
f1-score	0.8186528497409326	0.782608695652174	0.8022598870056498	0.8006307726965533	0.8023617066499682
support	97.0	80.0	0.8022598870056498	177.0	177.0
