	0	1	accuracy	macro avg	weighted avg
precision	0.9032258064516129	0.6434782608695652	0.7344632768361582	0.773352033660589	0.7858257858495573
recall	0.5773195876288659	0.925	0.7344632768361582	0.751159793814433	0.7344632768361582
f1-score	0.7044025157232705	0.7589743589743589	0.7344632768361582	0.7316884373488147	0.7290677556107681
support	97.0	80.0	0.7344632768361582	177.0	177.0
