	0	1	accuracy	macro avg	weighted avg
precision	0.8217821782178217	0.8157894736842105	0.8192090395480226	0.8187858259510161	0.8190736111969805
recall	0.8556701030927835	0.775	0.8192090395480226	0.8153350515463917	0.8192090395480226
f1-score	0.8383838383838383	0.7948717948717949	0.8192090395480226	0.8166278166278167	0.818717378039412
support	97.0	80.0	0.8192090395480226	177.0	177.0
