	0	1	accuracy	macro avg	weighted avg
precision	0.8705882352941177	0.75	0.807909604519774	0.8102941176470588	0.8160850780990362
recall	0.7628865979381443	0.8625	0.807909604519774	0.8126932989690722	0.807909604519774
f1-score	0.8131868131868132	0.8023255813953489	0.807909604519774	0.8077561972910811	0.8082777818686373
support	97.0	80.0	0.807909604519774	177.0	177.0
