	0	1	accuracy	macro avg	weighted avg
precision	0.8	0.7439024390243902	0.7740112994350282	0.7719512195121951	0.7746451701805155
recall	0.7835051546391752	0.7625	0.7740112994350282	0.7730025773195877	0.7740112994350282
f1-score	0.7916666666666666	0.7530864197530863	0.7740112994350282	0.7723765432098765	0.7742292669317151
support	97.0	80.0	0.7740112994350282	177.0	177.0
