	0	1	accuracy	macro avg	weighted avg
precision	0.8481012658227848	0.6938775510204082	0.7627118644067796	0.7709894084215965	0.778395632013801
recall	0.6907216494845361	0.85	0.7627118644067796	0.770360824742268	0.7627118644067796
f1-score	0.7613636363636364	0.7640449438202247	0.7627118644067796	0.7627042900919305	0.7625755267394955
support	97.0	80.0	0.7627118644067796	177.0	177.0
