	0	1	accuracy	macro avg	weighted avg
precision	0.9333333333333333	0.7352941176470589	0.8192090395480226	0.8343137254901961	0.8438240833056387
recall	0.7216494845360825	0.9375	0.8192090395480226	0.8295747422680413	0.8192090395480226
f1-score	0.8139534883720931	0.8241758241758242	0.8192090395480226	0.8190646562739587	0.818573753142141
support	97.0	80.0	0.8192090395480226	177.0	177.0
