	0	1	accuracy	macro avg	weighted avg
precision	0.8111111111111111	0.7241379310344828	0.768361581920904	0.767624521072797	0.7718011992120701
recall	0.7525773195876289	0.7875	0.768361581920904	0.7700386597938145	0.768361581920904
f1-score	0.7807486631016044	0.7544910179640718	0.768361581920904	0.767619840532838	0.7688808008925501
support	97.0	80.0	0.768361581920904	177.0	177.0
