	precision	recall	f1-score	support
0	0.8440366972477065	0.7301587301587301	0.7829787234042553	126.0
1	0.6565656565656566	0.7926829268292683	0.718232044198895	82.0
accuracy	0.7548076923076923	0.7548076923076923	0.7548076923076923	0.7548076923076923
macro avg	0.7503011769066815	0.7614208284939992	0.7506053838015752	208.0
weighted avg	0.7701298446711291	0.7548076923076923	0.7574535902559882	208.0
