	0	1	accuracy	macro avg	weighted avg
precision	0.8947368421052632	0.6166666666666667	0.7062146892655368	0.755701754385965	0.7690554068787789
recall	0.5257731958762887	0.925	0.7062146892655368	0.7253865979381444	0.7062146892655368
f1-score	0.6623376623376623	0.74	0.7062146892655368	0.7011688311688311	0.6974392838799618
support	97.0	80.0	0.7062146892655368	177.0	177.0
