	precision	recall	f1-score	support
0	0.8924050632911392	0.8980891719745223	0.8952380952380953	157.0
1	0.7192982456140351	0.7068965517241379	0.7130434782608696	58.0
accuracy	0.8465116279069768	0.8465116279069768	0.8465116279069768	0.8465116279069768
macro avg	0.8058516544525871	0.8024928618493301	0.8041407867494824	215.0
weighted avg	0.8457064799177809	0.8465116279069768	0.8460879194954019	215.0
