	precision	recall	f1-score	support
0	0.8536585365853658	0.89171974522293	0.8722741433021806	157.0
1	0.6666666666666666	0.5862068965517241	0.6238532110091743	58.0
accuracy	0.8093023255813954	0.8093023255813954	0.8093023255813954	0.8093023255813954
macro avg	0.7601626016260162	0.738963320887327	0.7480636771556775	215.0
weighted avg	0.8032142181886935	0.8093023255813954	0.8052582638929044	215.0
