	0	1	accuracy	macro avg	weighted avg
precision	0.8769230769230769	0.6428571428571429	0.7288135593220338	0.7598901098901099	0.7711305643509033
recall	0.5876288659793815	0.9	0.7288135593220338	0.7438144329896907	0.7288135593220338
f1-score	0.7037037037037037	0.75	0.7288135593220338	0.7268518518518519	0.7246285833856456
support	97.0	80.0	0.7288135593220338	177.0	177.0
