	0	1	accuracy	macro avg	weighted avg
precision	0.7719298245614035	0.8571428571428571	0.8022598870056498	0.8145363408521302	0.8104441895699702
recall	0.9072164948453608	0.675	0.8022598870056498	0.7911082474226805	0.8022598870056498
f1-score	0.8341232227488151	0.7552447552447553	0.8022598870056498	0.7946839889967852	0.7984719380012175
support	97.0	80.0	0.8022598870056498	177.0	177.0
