	0	1	accuracy	macro avg	weighted avg
precision	0.8255813953488372	0.7142857142857143	0.768361581920904	0.7699335548172758	0.7752782626649398
recall	0.7319587628865979	0.8125	0.768361581920904	0.772229381443299	0.768361581920904
f1-score	0.7759562841530054	0.7602339181286549	0.768361581920904	0.7680951011408301	0.7688501300177057
support	97.0	80.0	0.768361581920904	177.0	177.0
