	0	1	accuracy	macro avg	weighted avg
precision	0.7807017543859649	0.873015873015873	0.8135593220338984	0.826858813700919	0.8224256498119121
recall	0.9175257731958762	0.6875	0.8135593220338984	0.8025128865979381	0.8135593220338984
f1-score	0.8436018957345972	0.7692307692307692	0.8135593220338984	0.8064163324826832	0.8099878272582908
support	97.0	80.0	0.8135593220338984	177.0	177.0
