	0	1	accuracy	macro avg	weighted avg
precision	0.85	0.7010309278350515	0.768361581920904	0.7755154639175257	0.7826693459141477
recall	0.7010309278350515	0.85	0.768361581920904	0.7755154639175257	0.768361581920904
f1-score	0.768361581920904	0.768361581920904	0.768361581920904	0.768361581920904	0.768361581920904
support	97.0	80.0	0.768361581920904	177.0	177.0
