	precision	recall	f1-score	support
0	0.8954248366013072	0.8726114649681529	0.8838709677419356	157.0
1	0.6774193548387096	0.7241379310344828	0.7	58.0
accuracy	0.8325581395348837	0.8325581395348837	0.8325581395348837	0.8325581395348837
macro avg	0.7864220957200084	0.7983746980013178	0.7919354838709678	215.0
weighted avg	0.836614055474653	0.8325581395348837	0.8342685671417854	215.0
