	0	1	accuracy	macro avg	weighted avg
precision	0.8441558441558441	0.68	0.751412429378531	0.7620779220779221	0.7699611123339938
recall	0.6701030927835051	0.85	0.751412429378531	0.7600515463917525	0.751412429378531
f1-score	0.7471264367816092	0.7555555555555556	0.751412429378531	0.7513409961685824	0.7509362079788731
support	97.0	80.0	0.751412429378531	177.0	177.0
