	0	1	accuracy	macro avg	weighted avg
precision	0.8787878787878788	0.6486486486486487	0.7344632768361582	0.7637182637182638	0.7747701476515035
recall	0.5979381443298969	0.9	0.7344632768361582	0.7489690721649485	0.7344632768361582
f1-score	0.7116564417177913	0.7539267015706806	0.7344632768361582	0.7327915716442359	0.7307616439111877
support	97.0	80.0	0.7344632768361582	177.0	177.0
