	0	1	accuracy	macro avg	weighted avg
precision	0.7657657657657657	0.8181818181818182	0.7853107344632768	0.7919737919737919	0.7894566369142642
recall	0.8762886597938144	0.675	0.7853107344632768	0.7756443298969072	0.7853107344632768
f1-score	0.8173076923076923	0.7397260273972603	0.7853107344632768	0.7785168598524763	0.7822425330261411
support	97.0	80.0	0.7853107344632768	177.0	177.0
