	0	1	accuracy	macro avg	weighted avg
precision	0.881578947368421	0.7029702970297029	0.7796610169491526	0.792274622199062	0.8008518737690004
recall	0.6907216494845361	0.8875	0.7796610169491526	0.789110824742268	0.7796610169491526
f1-score	0.7745664739884394	0.7845303867403315	0.7796610169491526	0.7795484303643854	0.779069937379125
support	97.0	80.0	0.7796610169491526	177.0	177.0
