	0	1	accuracy	macro avg	weighted avg
precision	0.8170731707317073	0.6842105263157895	0.7457627118644068	0.7506418485237484	0.7570222580013489
recall	0.6907216494845361	0.8125	0.7457627118644068	0.751610824742268	0.7457627118644068
f1-score	0.7486033519553071	0.742857142857143	0.7457627118644068	0.7457302474062251	0.7460061953007696
support	97.0	80.0	0.7457627118644068	177.0	177.0
