	0	1	accuracy	macro avg	weighted avg
precision	0.9393939393939394	0.6846846846846847	0.7796610169491526	0.8120393120393121	0.8242711124067057
recall	0.6391752577319587	0.95	0.7796610169491526	0.7945876288659793	0.7796610169491526
f1-score	0.7607361963190183	0.7958115183246074	0.7796610169491526	0.7782738573218129	0.7765894492029004
support	97.0	80.0	0.7796610169491526	177.0	177.0
