	0	1	accuracy	macro avg	weighted avg
precision	0.8043478260869565	0.7294117647058823	0.768361581920904	0.7668797953964195	0.7704784198130247
recall	0.7628865979381443	0.775	0.768361581920904	0.7689432989690721	0.768361581920904
f1-score	0.7830687830687831	0.7515151515151516	0.768361581920904	0.7672919672919674	0.7688072546829609
support	97.0	80.0	0.768361581920904	177.0	177.0
