	overall_f1	dev_accuracy	fm_f1	fm_precision	fm_recall	saho_f1	saho_precision	saho_recall	sc_f1	sc_precision	sc_recall
0	0.7642992984129426	0.806469298245614	0.7397913098886703	0.7767619807093491	0.7587301587301587	0.7549525893633446	0.7790404040404041	0.7886249715197085	0.7981539959868134	0.8296574770258982	0.8319235588972432
1	0.7652439132685465	0.7916666666666666	0.7268401017627023	0.7452380952380954	0.7525271512113619	0.7951698833614301	0.8022451963241437	0.8387892078681553	0.773721754681507	0.7882309941520468	0.818233082706767
2	0.7853208546537138	0.8174342105263158	0.7822253082315003	0.7850563909774436	0.8095655806182123	0.7956508426587083	0.797085516822359	0.83609329696791	0.7780864130709332	0.8110484544695071	0.8115914786967419
3	0.7682170639679207	0.7944078947368421	0.7734904066295625	0.7872769043821677	0.8050334168755221	0.7581260676065176	0.7596595655806182	0.7698184856079592	0.7730347176676817	0.7947994987468671	0.7922277284119389
4	0.7464104804030662	0.7949561403508771	0.7586817465300436	0.7798245614035089	0.7847535505430243	0.7853048079869003	0.7878844839371155	0.8154201792359688	0.695244886692255	0.7280701754385963	0.7304928989139515
5	0.7557328618038248	0.8092105263157895	0.7567577202639122	0.7837918660287082	0.7644414065466698	0.7596338423855942	0.7706156416682731	0.7721745359903255	0.7508070227619683	0.7950159489633174	0.7617898913951547
6	0.7283758870385073	0.8097587719298245	0.7230410065284597	0.7652464494569757	0.7231098579782791	0.7071995825947268	0.7531119465329991	0.7116598313966733	0.7548870719923352	0.7865288220551379	0.7757832080200501
7	0.7403768116235616	0.7785087719298245	0.7329602631091818	0.7601589200273411	0.7747142477405636	0.72842640675458	0.7353118372855214	0.738854712538923	0.759743765006923	0.7956140350877192	0.7712406015037595
8	0.7460909593580457	0.7976973684210527	0.7342430999286955	0.7430555555555557	0.7556182121971599	0.7406931378697431	0.7427688539530646	0.765334811387443	0.7633366402756985	0.781547619047619	0.7711152882205513
9	0.7495742278071305	0.7982456140350876	0.7477966817098315	0.7602234753550544	0.7651420217209692	0.7333486186543003	0.7731882926155373	0.7469924812030077	0.7675773830572592	0.7923036758563075	0.8057928913192072
