	0	1	accuracy	macro avg	weighted avg
precision	0.8470588235294118	0.7282608695652174	0.7853107344632768	0.7876598465473146	0.7933648330371206
recall	0.7422680412371134	0.8375	0.7853107344632768	0.7898840206185567	0.7853107344632768
f1-score	0.7912087912087912	0.7790697674418605	0.7853107344632768	0.7851392793253258	0.7857222267943592
support	97.0	80.0	0.7853107344632768	177.0	177.0
