	0	1	accuracy	macro avg	weighted avg
precision	0.7735849056603774	0.7887323943661971	0.7796610169491526	0.7811586500132872	0.7804312282392789
recall	0.845360824742268	0.7	0.7796610169491526	0.7726804123711339	0.7796610169491526
f1-score	0.8078817733990147	0.7417218543046357	0.7796610169491526	0.7748018138518251	0.77797898510777
support	97.0	80.0	0.7796610169491526	177.0	177.0
