	precision	recall	f1-score	support
0	0.8777777777777778	0.626984126984127	0.7314814814814814	126.0
1	0.6016949152542372	0.8658536585365854	0.7099999999999999	82.0
accuracy	0.7211538461538461	0.7211538461538461	0.7211538461538461	0.7211538461538461
macro avg	0.7397363465160075	0.7464188927603561	0.7207407407407407	208.0
weighted avg	0.7689374185136896	0.7211538461538461	0.7230128205128205	208.0
