	0	1	accuracy	macro avg	weighted avg
precision	0.8488372093023255	0.7362637362637363	0.7909604519774012	0.7925504727830309	0.7979565435221722
recall	0.7525773195876289	0.8375	0.7909604519774012	0.7950386597938144	0.7909604519774012
f1-score	0.7978142076502732	0.7836257309941521	0.7909604519774012	0.7907199693222127	0.7914013368452467
support	97.0	80.0	0.7909604519774012	177.0	177.0
