	0	1	accuracy	macro avg	weighted avg
precision	0.7941176470588235	0.7866666666666666	0.7909604519774012	0.790392156862745	0.7907499723053063
recall	0.8350515463917526	0.7375	0.7909604519774012	0.7862757731958763	0.7909604519774012
f1-score	0.8140703517587939	0.7612903225806452	0.7909604519774012	0.7876803371697196	0.7902149713392917
support	97.0	80.0	0.7909604519774012	177.0	177.0
