	0	1	accuracy	macro avg	weighted avg
precision	0.8783783783783784	0.6893203883495146	0.768361581920904	0.7838493833639465	0.7929284393822819
recall	0.6701030927835051	0.8875	0.768361581920904	0.7788015463917526	0.768361581920904
f1-score	0.7602339181286549	0.7759562841530055	0.768361581920904	0.7680951011408302	0.7673400722639546
support	97.0	80.0	0.768361581920904	177.0	177.0
