	0	1	accuracy	macro avg	weighted avg
precision	0.8734177215189873	0.7142857142857143	0.7853107344632768	0.7938517179023508	0.8014936504531012
recall	0.711340206185567	0.875	0.7853107344632768	0.7931701030927836	0.7853107344632768
f1-score	0.7840909090909092	0.7865168539325842	0.7853107344632768	0.7853038815117467	0.7851873813357341
support	97.0	80.0	0.7853107344632768	177.0	177.0
