	0	1	accuracy	macro avg	weighted avg
precision	0.8658536585365854	0.7263157894736842	0.7909604519774012	0.7960847240051347	0.802785695118325
recall	0.7319587628865979	0.8625	0.7909604519774012	0.7972293814432989	0.7909604519774012
f1-score	0.7932960893854749	0.7885714285714286	0.7909604519774012	0.7909337589784518	0.7911606494695217
support	97.0	80.0	0.7909604519774012	177.0	177.0
