	0	1	accuracy	macro avg	weighted avg
precision	0.8588235294117647	0.7391304347826086	0.7966101694915254	0.7989769820971866	0.8047249555680783
recall	0.7525773195876289	0.85	0.7966101694915254	0.8012886597938145	0.7966101694915254
f1-score	0.8021978021978021	0.7906976744186046	0.7966101694915254	0.7964477383082034	0.7970000043314982
support	97.0	80.0	0.7966101694915254	177.0	177.0
