	precision	recall	f1-score	support
0	0.9477611940298507	0.8089171974522293	0.872852233676976	157.0
1	0.6296296296296297	0.8793103448275862	0.7338129496402878	58.0
accuracy	0.827906976744186	0.827906976744186	0.827906976744186	0.827906976744186
macro avg	0.7886954118297402	0.8441137711399078	0.8033325916586318	215.0
weighted avg	0.8619396557265352	0.827906976744186	0.835343961704288	215.0
