	0	1	accuracy	macro avg	weighted avg
precision	0.8767123287671232	0.6826923076923077	0.7627118644067796	0.7797023182297155	0.7890196638745512
recall	0.6597938144329897	0.8875	0.7627118644067796	0.7736469072164949	0.7627118644067796
f1-score	0.7529411764705882	0.7717391304347826	0.7627118644067796	0.7623401534526855	0.761437426849885
support	97.0	80.0	0.7627118644067796	177.0	177.0
