	0	1	accuracy	macro avg	weighted avg
precision	0.855072463768116	0.6481481481481481	0.7288135593220338	0.751610305958132	0.7615473493636107
recall	0.6082474226804123	0.875	0.7288135593220338	0.7416237113402062	0.7288135593220338
f1-score	0.710843373493976	0.7446808510638299	0.7288135593220338	0.7277621122789029	0.7261371486667912
support	97.0	80.0	0.7288135593220338	177.0	177.0
