	0	1	accuracy	macro avg	weighted avg
precision	0.8536585365853658	0.7157894736842105	0.7796610169491526	0.7847240051347881	0.7913448358390809
recall	0.7216494845360825	0.85	0.7796610169491526	0.7858247422680412	0.7796610169491526
f1-score	0.782122905027933	0.7771428571428571	0.7796610169491526	0.7796328810853951	0.7798720359273338
support	97.0	80.0	0.7796610169491526	177.0	177.0
