	0	1	accuracy	macro avg	weighted avg
precision	0.8	0.6597938144329897	0.7231638418079096	0.7298969072164949	0.7366299726250801
recall	0.6597938144329897	0.8	0.7231638418079096	0.7298969072164949	0.7231638418079096
f1-score	0.7231638418079096	0.7231638418079096	0.7231638418079096	0.7231638418079096	0.7231638418079096
support	97.0	80.0	0.7231638418079096	177.0	177.0
