	0	1	accuracy	macro avg	weighted avg
precision	0.7821782178217822	0.7631578947368421	0.7740112994350282	0.7726680562793122	0.7735814616251991
recall	0.8144329896907216	0.725	0.7740112994350282	0.7697164948453608	0.7740112994350282
f1-score	0.7979797979797979	0.7435897435897436	0.7740112994350282	0.7707847707847708	0.773396722549265
support	97.0	80.0	0.7740112994350282	177.0	177.0
