	0	1	accuracy	macro avg	weighted avg
precision	0.8571428571428571	0.69	0.7627118644067796	0.7735714285714286	0.781598062953995
recall	0.6804123711340206	0.8625	0.7627118644067796	0.7714561855670103	0.7627118644067796
f1-score	0.7586206896551725	0.7666666666666667	0.7627118644067796	0.7626436781609196	0.7622572894343789
support	97.0	80.0	0.7627118644067796	177.0	177.0
