	overall_f1	dev_accuracy	fm_f1	fm_precision	fm_recall	saho_f1	saho_precision	saho_recall	sc_f1	sc_precision	sc_recall
0	0.5518272005772006	0.7316666666666664	0.5563624338624338	0.5781944444444443	0.58375	0.5504683742183742	0.5572222222222223	0.583095238095238	0.5486507936507938	0.5875	0.5652777777777778
1	0.6371372454705786	0.7949999999999996	0.6203306878306877	0.6361111111111111	0.6502777777777777	0.6179461279461278	0.632638888888889	0.6427777777777777	0.6731349206349206	0.6993055555555555	0.692361111111111
2	0.5870179974346641	0.7933333333333332	0.614030784030784	0.6313888888888889	0.6368055555555556	0.5569835257335256	0.5577777777777776	0.6018055555555555	0.5900396825396825	0.6074999999999999	0.6158333333333332
3	0.6229441237774571	0.798333333333333	0.6182473544973546	0.6452777777777777	0.6586111111111109	0.6190175565175564	0.63125	0.63625	0.6315674603174605	0.647361111111111	0.6548611111111111
4	0.6227655523488856	0.818333333333333	0.6275859788359788	0.6522222222222223	0.6429166666666666	0.6342358104858105	0.6383333333333333	0.650138888888889	0.6064748677248678	0.6229166666666667	0.6269444444444444
5	0.6101749639249638	0.798333333333333	0.6248809523809524	0.6451388888888887	0.6518055555555555	0.5887698412698412	0.6087499999999999	0.6102777777777778	0.6168740981240981	0.6344444444444444	0.6375
6	0.6192791005291005	0.7866666666666666	0.6202248677248677	0.6483333333333334	0.6443055555555557	0.639973544973545	0.6508333333333334	0.659861111111111	0.5976388888888889	0.6168055555555555	0.617361111111111
7	0.5989307451807452	0.7849999999999998	0.6309060846560847	0.6608333333333333	0.6531944444444445	0.6064747752247752	0.6259722222222223	0.6193650793650796	0.5594113756613759	0.5819444444444444	0.5826388888888888
8	0.5972154080487413	0.8066666666666663	0.6076683501683501	0.6297222222222223	0.6336111111111111	0.5751286676286675	0.5804166666666665	0.5997222222222223	0.6088492063492063	0.6277777777777778	0.6222222222222222
9	0.6224701378868045	0.803333333333333	0.6197913660413659	0.6437499999999999	0.6494444444444444	0.6139682539682539	0.6176388888888888	0.6369444444444444	0.6336507936507937	0.6575	0.6576388888888889
10	0.600497033830367	0.7750000000000001	0.5985119047619045	0.6176388888888888	0.61875	0.5949236411736413	0.6206944444444443	0.6059722222222222	0.6080555555555555	0.6302777777777778	0.6288888888888889
11	0.6084371184371185	0.7866666666666665	0.5926256613756614	0.6130555555555557	0.6175	0.6452782865282864	0.6577777777777778	0.6667261904761904	0.5874074074074075	0.6131944444444444	0.5997222222222223
12	0.600703262786596	0.7883333333333333	0.596276455026455	0.6247222222222221	0.6256944444444444	0.6055555555555555	0.6316666666666666	0.6216666666666668	0.6002777777777779	0.6083333333333332	0.6319444444444444
13	0.6364991181657849	0.7916666666666663	0.6270634920634921	0.6472222222222221	0.6493055555555555	0.6357473544973545	0.6537499999999999	0.6459722222222222	0.6466865079365081	0.6611111111111112	0.66875
14	0.5830695847362513	0.7916666666666663	0.5660978835978837	0.5891666666666665	0.5891666666666667	0.6026911976911975	0.6112500000000001	0.6258333333333334	0.5804196729196727	0.5930555555555557	0.6059722222222224
