	0	1	accuracy	macro avg	weighted avg
precision	0.8021978021978022	0.7209302325581395	0.7627118644067796	0.7615640173779709	0.7654666972759208
recall	0.7525773195876289	0.775	0.7627118644067796	0.7637886597938144	0.7627118644067796
f1-score	0.7765957446808511	0.7469879518072289	0.7627118644067796	0.76179184824404	0.7632136914046377
support	97.0	80.0	0.7627118644067796	177.0	177.0
