	precision	recall	f1-score	support
0	0.948905109489051	0.8280254777070064	0.8843537414965986	157.0
1	0.6538461538461539	0.8793103448275862	0.7499999999999999	58.0
accuracy	0.8418604651162791	0.8418604651162791	0.8418604651162791	0.8418604651162791
macro avg	0.8013756316676024	0.8536679112672962	0.8171768707482993	215.0
weighted avg	0.8693078098272463	0.8418604651162791	0.8481094763486791	215.0
