	0	1	accuracy	macro avg	weighted avg
precision	0.9054054054054054	0.7087378640776699	0.7909604519774012	0.8070716347415376	0.8165161211894797
recall	0.6907216494845361	0.9125	0.7909604519774012	0.801610824742268	0.7909604519774012
f1-score	0.783625730994152	0.7978142076502732	0.7909604519774012	0.7907199693222127	0.7900386017991785
support	97.0	80.0	0.7909604519774012	177.0	177.0
