	0	1	accuracy	macro avg	weighted avg
precision	0.8414634146341463	0.7052631578947368	0.768361581920904	0.7733632862644415	0.779903976559837
recall	0.711340206185567	0.8375	0.768361581920904	0.7744201030927835	0.768361581920904
f1-score	0.770949720670391	0.7657142857142857	0.768361581920904	0.7683320031923384	0.7685834223851457
support	97.0	80.0	0.768361581920904	177.0	177.0
