	0	1	accuracy	macro avg	weighted avg
precision	0.9215686274509803	0.6031746031746031	0.6949152542372882	0.7623716153127917	0.7776617238232392
recall	0.4845360824742268	0.95	0.6949152542372882	0.7172680412371134	0.6949152542372882
f1-score	0.6351351351351351	0.7378640776699029	0.6949152542372882	0.6864996064025191	0.6815662956028268
support	97.0	80.0	0.6949152542372882	177.0	177.0
